,_id,name,category_code,number_of_employees,founded_year,total_money_raised,geoDescription,latitude,longitude,city,country,number of offices near,money by offices,employee by offices,Rank_employee,Rank_money,Rank_offices,ranking_total
217,5dd655028accc5aeaf32f6d5,Docstoc,tech,40.0,2007,4000000,"{'type': 'Point', 'coordinates': [-118.495025, 34.018275]}",34.018275,-118.495025,Santa Monica,USA,10,400000.0,38.3,150.0,126.0,161.0,255.20000000000002
218,5dd655028accc5aeaf32f8fa,Struq,tech,50.0,2008,8500000,"{'type': 'Point', 'coordinates': [-0.1366861, 51.5152023]}",51.5152023,-0.1366861,London,GBR,19,447368.4210526316,26.210526315789473,93.0,137.0,222.5,254.4
219,5dd655028accc5aeaf32f75f,CrimeReports,tech,22.0,2007,7200000,"{'type': 'Point', 'coordinates': [-111.858835, 40.726342]}",40.726342,-111.858835,Salt Lake City,USA,2,3600000.0,16.0,36.5,278.0,23.5,253.70000000000002
220,5dd655028accc5aeaf32f6c5,MeetMoi,social,15.0,2007,5580000,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,New York City,USA,45,124000.0,46.71111111111111,187.0,51.0,251.5,253.60000000000002
221,5dd655028accc5aeaf32f8fb,ChallengePost,tech,17.0,2009,4600000,"{'type': 'Point', 'coordinates': [-74.00717, 40.7408042]}",40.7408042,-74.00717,New York,USA,45,102222.22222222222,47.51111111111111,196.0,43.0,251.5,252.60000000000002
222,5dd655028accc5aeaf32f850,RJMetrics,tech,20.0,2008,7450000,"{'type': 'Point', 'coordinates': [-75.1257381, 39.9443552]}",39.9443552,-75.1257381,Philadelphia,USA,2,3725000.0,14.5,30.5,279.0,23.5,250.90000000000003
223,5dd655028accc5aeaf32f70c,ModiFace,tech,35.0,2007,4250000,"{'type': 'Point', 'coordinates': [-79.388279, 43.666953]}",43.666953,-79.388279,Toronto,CAN,5,850000.0,28.0,106.5,179.0,106.5,249.70000000000002
224,5dd655028accc5aeaf32f7eb,Buzzd,tech,9.0,2007,4000000,"{'type': 'Point', 'coordinates': [-73.991334, 40.733928]}",40.733928,-73.991334,New York,USA,45,88888.88888888889,47.51111111111111,196.0,38.0,251.5,248.60000000000002
225,5dd655028accc5aeaf32f8fc,StyleCaster,tech,60.0,2008,5000000,"{'type': 'Point', 'coordinates': [-73.9900984, 40.7450497]}",40.7450497,-73.9900984,New York City,USA,47,106382.97872340426,45.680851063829785,178.0,45.0,264.0,248.40000000000003
226,5dd655028accc5aeaf32f806,Wiggio,enterprise,4.0,2008,2940000,"{'type': 'Point', 'coordinates': [-71.0597732, 42.3584308]}",42.3584308,-71.0597732,Boston,USA,9,326666.6666666667,41.55555555555556,164.0,112.0,151.0,248.4
227,5dd655028accc5aeaf32f816,Infoaxe,tech,5.0,2007,3900000,"{'type': 'Point', 'coordinates': [-121.987661, 37.386774]}",37.386774,-121.987661,Sunnyvale,USA,5,780000.0,28.6,109.5,175.0,106.5,248.29999999999998
228,5dd655028accc5aeaf32f8c7,Servo Software,tech,40.0,2008,3010000,"{'type': 'Point', 'coordinates': [-122.292146, 37.552262]}",37.552262,-122.292146,San Mateo,USA,10,301000.0,44.4,171.5,99.0,161.0,246.5
229,5dd655028accc5aeaf32f718,Sprout,tech,18.0,2008,8300000,"{'type': 'Point', 'coordinates': [-157.8086025, 21.30829]}",21.30829,-157.8086025,Honolulu,USA,3,2766666.6666666665,8.666666666666666,10.0,267.0,64.5,245.40000000000003
230,5dd655028accc5aeaf32f84f,Juneau Biosciences,tech,10.0,2007,5290000,"{'type': 'Point', 'coordinates': [-111.81104, 40.718033]}",40.718033,-111.81104,Salt Lake City,USA,2,2645000.0,16.0,36.5,264.0,23.5,242.50000000000003
231,5dd655028accc5aeaf32f868,Shutl,tech,10.0,2009,7660000,"{'type': 'Point', 'coordinates': [-0.1020265, 51.5196135]}",51.5196135,-0.1020265,London,GBR,18,425555.55555555556,25.11111111111111,84.0,131.0,215.0,241.20000000000002
232,5dd655028accc5aeaf32f87a,HItviews,tech,12.0,2007,2290000,"{'type': 'Point', 'coordinates': [-73.991535, 40.733201]}",40.733201,-73.991535,New York City,USA,45,50888.88888888889,47.51111111111111,196.0,28.0,251.5,240.60000000000002
233,5dd655028accc5aeaf32f7cd,Occipital,tech,9.0,2008,8020000,"{'type': 'Point', 'coordinates': [-105.278109, 40.018145]}",40.018145,-105.278109,Boulder,USA,5,1604000.0,14.2,26.5,227.5,106.5,240.5
234,5dd655028accc5aeaf32f7a0,Occipital,tech,9.0,2008,8020000,"{'type': 'Point', 'coordinates': [-105.278109, 40.018145]}",40.018145,-105.278109,Boulder,USA,5,1604000.0,14.2,26.5,227.5,106.5,240.5
235,5dd655028accc5aeaf32f829,Revelation,tech,12.0,2007,2370000,"{'type': 'Point', 'coordinates': [-122.655545, 45.504407]}",45.504407,-122.655545,Portland,USA,4,592500.0,34.0,134.5,155.0,88.5,240.1
236,5dd655028accc5aeaf32f856,Pictela,tech,20.0,2008,3500000,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",40.756054,-73.986951,New York,USA,45,77777.77777777778,46.71111111111111,187.0,34.0,251.5,240.0
237,5dd655028accc5aeaf32f84c,Busuu,social,25.0,2008,4700000,"{'type': 'Point', 'coordinates': [-3.6830316, 40.4225487]}",40.4225487,-3.6830316,Madrid,ESP,3,1566666.6666666667,23.333333333333332,55.0,226.0,64.5,239.60000000000002
238,5dd655028accc5aeaf32f809,Zoopla,real_estate,50.0,2007,10200000,"{'type': 'Point', 'coordinates': [-0.1010801, 51.5037471]}",51.5037471,-0.1010801,London,GBR,17,600000.0,23.176470588235293,52.5,156.5,205.5,238.89999999999998
239,5dd655028accc5aeaf32f71f,Mytopia,tech,29.0,2007,3500000,"{'type': 'Point', 'coordinates': [-118.489681, 34.007967]}",34.007967,-118.489681,Palo Alto,USA,11,318181.8181818182,35.09090909090909,139.0,107.0,173.0,238.2
240,5dd655028accc5aeaf32f7c7,Koofers,education,9.0,2008,7000000,"{'type': 'Point', 'coordinates': [-80.4164606, 37.2322135]}",37.2322135,-80.4164606,Blacksburg,USA,2,3500000.0,9.0,12.5,276.5,23.5,238.10000000000002
241,5dd655028accc5aeaf32f796,Koofers,education,9.0,2008,7000000,"{'type': 'Point', 'coordinates': [-80.4164606, 37.2322135]}",37.2322135,-80.4164606,Blacksburg,USA,2,3500000.0,9.0,12.5,276.5,23.5,238.10000000000002
242,5dd655028accc5aeaf32f7a5,iCharts,tech,16.0,2008,3100000,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",37.384239,-122.012475,Sunnyvale,USA,5,620000.0,28.6,109.5,160.5,106.5,236.70000000000002
243,5dd655028accc5aeaf32f7dc,iCharts,tech,16.0,2008,3100000,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",37.384239,-122.012475,Sunnyvale,USA,5,620000.0,28.6,109.5,160.5,106.5,236.70000000000002
244,5dd655028accc5aeaf32f902,Homesnap,tech,18.0,2008,5500000,"{'type': 'Point', 'coordinates': [-77.084811, 38.960381]}",38.960381,-77.084811,Washington,USA,2,2750000.0,14.0,23.5,266.0,23.5,236.3
245,5dd655028accc5aeaf32f82c,People Capital,tech,10.0,2008,2500000,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",40.756054,-73.986951,New York,USA,45,55555.555555555555,46.71111111111111,187.0,29.0,251.5,236.0
246,5dd655028accc5aeaf32f73d,MUBI,tech,20.0,2007,8250000,"{'type': 'Point', 'coordinates': [-122.161025, 37.44236]}",37.44236,-122.161025,Palo Alto,USA,16,515625.0,23.625,60.5,148.0,198.0,233.89999999999998
247,5dd655028accc5aeaf32f7d6,Burt,tech,30.0,2009,3500000,"{'type': 'Point', 'coordinates': [18.036587, 59.337864]}",59.337864,18.036587,Gothenburg,SWE,3,1166666.6666666667,24.0,70.0,207.0,64.5,233.40000000000003
248,5dd655028accc5aeaf32f7ae,Burt,tech,30.0,2009,3500000,"{'type': 'Point', 'coordinates': [18.036587, 59.337864]}",59.337864,18.036587,Gothenburg,SWE,3,1166666.6666666667,24.0,70.0,207.0,64.5,233.40000000000003
249,5dd655028accc5aeaf32f71b,Gnip,enterprise,34.0,2008,6640000,"{'type': 'Point', 'coordinates': [-105.274628, 40.019299]}",40.019299,-105.274628,Boulder,USA,5,1328000.0,14.2,26.5,216.0,106.5,231.3
250,5dd655028accc5aeaf32f824,HyperWeek,social,5.0,2009,1310000,"{'type': 'Point', 'coordinates': [6.1503245, 46.2121463]}",46.2121463,6.1503245,Geneva,CHE,2,655000.0,37.5,146.5,167.0,23.5,230.9
251,5dd655028accc5aeaf32f81c,Unigo,education,9.0,2008,2000000,"{'type': 'Point', 'coordinates': [-73.9793465, 40.7568493]}",40.7568493,-73.9793465,New York,USA,45,44444.444444444445,46.71111111111111,187.0,22.0,251.5,230.40000000000003
252,5dd655028accc5aeaf32f8ff,Teambox,tech,35.0,2009,6750000,"{'type': 'Point', 'coordinates': [2.1920231, 41.4063346]}",41.4063346,2.1920231,Barcelona,ESP,6,1125000.0,14.5,30.5,201.0,128.0,230.3
253,5dd655028accc5aeaf32f6eb,WEbook,tech,10.0,2007,5000000,"{'type': 'Point', 'coordinates': [-77.095965, 38.984172]}",38.984172,-77.095965,New York,USA,2,2500000.0,14.0,23.5,258.0,23.5,229.9
254,5dd655028accc5aeaf32f6e0,PeekYou,tech,20.0,2012,1830000,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,New York,USA,45,40666.666666666664,46.71111111111111,187.0,21.0,251.5,229.60000000000002
255,5dd655028accc5aeaf32f726,Zemanta,tech,30.0,2007,7350000,"{'type': 'Point', 'coordinates': [-0.0934254, 51.5141566]}",51.5141566,-0.0934254,London,GBR,17,432352.9411764706,23.823529411764707,67.5,132.0,205.5,228.3
256,5dd655028accc5aeaf32f7f8,Radionomy,music,12.0,2007,6000000,"{'type': 'Point', 'coordinates': [4.33511, 50.831147]}",50.831147,4.33511,Brussels,BEL,3,2000000.0,10.0,15.0,241.0,64.5,227.60000000000002
257,5dd655028accc5aeaf32f6ef,Goodreads,tech,70.0,2007,2750000,"{'type': 'Point', 'coordinates': [-118.495981, 34.01052]}",34.01052,-118.495981,Santa Monica,USA,11,250000.0,35.09090909090909,139.0,91.0,173.0,225.39999999999998
258,5dd655028accc5aeaf32f7b6,Tweegee,tech,22.0,2008,3000000,"{'type': 'Point', 'coordinates': [34.8003705, 32.037363]}",32.037363,34.8003705,Ramat Gan,ISR,6,500000.0,26.5,96.0,144.0,128.0,224.0
259,5dd655028accc5aeaf32f736,Salesconx,enterprise,15.0,2008,1300000,"{'type': 'Point', 'coordinates': [-73.98459, 40.759243]}",40.759243,-73.98459,New York,USA,45,28888.88888888889,46.71111111111111,187.0,14.0,251.5,224.0
260,5dd655028accc5aeaf32f7de,Tweegee,tech,22.0,2008,3000000,"{'type': 'Point', 'coordinates': [34.8003705, 32.037363]}",32.037363,34.8003705,Ramat Gan,ISR,6,500000.0,26.5,96.0,144.0,128.0,224.0
261,5dd655028accc5aeaf32f73b,TeachStreet,tech,8.0,2007,3450000,"{'type': 'Point', 'coordinates': [-122.3370801, 47.6171788]}",47.6171788,-122.3370801,Seattle,USA,11,313636.36363636365,30.09090909090909,116.5,105.0,173.0,223.09999999999997
262,5dd655028accc5aeaf32f8bf,Infochimps,enterprise,24.0,2009,5350000,"{'type': 'Point', 'coordinates': [-97.7588828, 30.2734822]}",30.2734822,-97.7588828,Austin,USA,5,1070000.0,17.6,39.5,194.0,106.5,221.5
263,5dd655028accc5aeaf32f872,Mashup Arts,tech,6.0,2007,1580000,"{'type': 'Point', 'coordinates': [-79.3777473, 43.648786]}",43.648786,-79.3777473,Halifax,CAN,4,395000.0,34.0,134.5,125.0,88.5,216.1
264,5dd655028accc5aeaf32f8ad,oneforty,enterprise,5.0,2009,2350000,"{'type': 'Point', 'coordinates': [-71.101375, 42.364014]}",42.364014,-71.101375,Cambridge,USA,12,195833.33333333334,32.833333333333336,131.5,78.0,183.0,214.5
265,5dd655028accc5aeaf32f7ce,UsingMiles,travel,15.0,2010,3270000,"{'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}",39.749671,-104.9998449,Denver,USA,2,1635000.0,15.0,34.0,229.5,23.5,213.40000000000003
266,5dd655028accc5aeaf32f7a9,UsingMiles,travel,15.0,2010,3270000,"{'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}",39.749671,-104.9998449,Denver,USA,2,1635000.0,15.0,34.0,229.5,23.5,213.40000000000003
267,5dd655028accc5aeaf32f8a0,Snipi,tech,9.0,2007,4030000,"{'type': 'Point', 'coordinates': [-75.1618758, 39.9502045]}",39.9502045,-75.1618758,Philadelphia,USA,3,1343333.3333333333,13.0,22.0,218.0,64.5,213.4
268,5dd655028accc5aeaf32f83f,PrestaShop,tech,80.0,2007,3900000,"{'type': 'Point', 'coordinates': [2.3593849, 48.8687217]}",48.8687217,2.3593849,Levallois-Perret,FRA,11,354545.45454545453,24.727272727272727,77.5,121.0,173.0,212.5
269,5dd655028accc5aeaf32f6d8,OrganizedWisdom,other,18.0,2007,2800000,"{'type': 'Point', 'coordinates': [-73.981709, 40.775537]}",40.775537,-73.981709,New York,USA,35,80000.0,39.457142857142856,154.0,35.0,230.0,212.39999999999998
270,5dd655028accc5aeaf32f7e5,3scale,enterprise,15.0,2007,5000000,"{'type': 'Point', 'coordinates': [2.192023, 41.406335]}",41.406335,2.192023,Barcelona,ESP,6,833333.3333333334,14.5,30.5,177.0,128.0,211.10000000000002
271,5dd655028accc5aeaf32f7bc,3scale,enterprise,15.0,2007,5000000,"{'type': 'Point', 'coordinates': [2.192023, 41.406335]}",41.406335,2.192023,Barcelona,ESP,6,833333.3333333334,14.5,30.5,177.0,128.0,211.10000000000002
272,5dd655028accc5aeaf32f6f0,Flixwagon,tech,10.0,2007,2500000,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",32.0554,34.7595,Tel-Aviv,ISR,6,416666.6666666667,26.5,96.0,127.5,128.0,210.8
273,5dd655028accc5aeaf32f6d2,Seedcamp,finance,4.0,2007,5000000,"{'type': 'Point', 'coordinates': [-0.1418973, 51.5108803]}",51.5108803,-0.1418973,London,GBR,18,277777.77777777775,24.88888888888889,80.0,95.0,215.0,210.0
274,5dd655028accc5aeaf32f76f,Bambuser,tech,12.0,2007,2500000,"{'type': 'Point', 'coordinates': [18.064488, 59.332788]}",59.332788,18.064488,Stockholm,SWE,3,833333.3333333334,24.0,70.0,177.0,64.5,209.4
275,5dd655028accc5aeaf32f8e1,Kwaga,tech,10.0,2008,2150000,"{'type': 'Point', 'coordinates': [2.3389864, 48.8318497]}",48.8318497,2.3389864,Paris,FRA,7,307142.85714285716,30.571428571428573,120.0,101.0,141.0,209.20000000000002
276,5dd655028accc5aeaf32f742,Smarkets,sports,15.0,2008,2710000,"{'type': 'Point', 'coordinates': [-0.130772, 51.550757]}",51.550757,-0.130772,London,GBR,13,208461.53846153847,29.384615384615383,112.0,83.0,188.0,208.8
277,5dd655028accc5aeaf32f772,Aloqa,tech,14.0,2007,1500000,"{'type': 'Point', 'coordinates': [11.5677288, 48.1281209]}",48.1281209,11.5677288,Munich,DEU,2,750000.0,27.0,102.0,172.5,23.5,208.6
278,5dd655028accc5aeaf32f709,AdoTube,tech,160.0,2007,1230000,"{'type': 'Point', 'coordinates': [-73.97593, 40.752672]}",40.752672,-73.97593,New York,USA,43,28604.6511627907,43.30232558139535,168.0,13.0,242.0,208.0
279,5dd655028accc5aeaf32f72c,eRepublik,tech,30.0,2007,2750000,"{'type': 'Point', 'coordinates': [-3.6952896, 40.43094]}",40.43094,-3.6952896,Madrid,ESP,3,916666.6666666666,23.333333333333332,55.0,184.0,64.5,206.00000000000003
280,5dd655028accc5aeaf32f7ec,DealBase Corporation,tech,3.0,2008,1000000,"{'type': 'Point', 'coordinates': [-122.3277578, 37.5758867]}",37.5758867,-122.3277578,Manhattan Beach,USA,11,90909.09090909091,45.63636363636363,176.0,39.0,173.0,206.0
281,5dd655028accc5aeaf32f75e,OtherInbox,tech,14.0,2008,3800000,"{'type': 'Point', 'coordinates': [-97.740395, 30.269004]}",30.269004,-97.740395,Austin,USA,5,760000.0,17.6,39.5,174.0,106.5,205.5
282,5dd655028accc5aeaf32f763,Syncplicity,enterprise,25.0,2008,2350000,"{'type': 'Point', 'coordinates': [-122.477959, 37.814202]}",37.814202,-122.477959,Menlo Park,USA,2,1175000.0,18.5,46.0,209.0,23.5,204.20000000000002
283,5dd655028accc5aeaf32f8ba,CoTweet,tech,18.0,2009,1100000,"{'type': 'Point', 'coordinates': [-122.3764714, 37.7405936]}",37.7405936,-122.3764714,San Francisco,USA,22,50000.0,38.13636363636363,149.0,25.5,226.0,200.2
284,5dd655028accc5aeaf32f842,Drync,tech,8.0,2008,1770000,"{'type': 'Point', 'coordinates': [-71.14462, 42.376862]}",42.376862,-71.14462,Boston,USA,5,354000.0,27.0,102.0,120.0,106.5,199.79999999999998
285,5dd655028accc5aeaf32f8c2,Milo,tech,20.0,2008,4950000,"{'type': 'Point', 'coordinates': [-122.163352, 37.444531]}",37.444531,-122.163352,Palo Alto,USA,16,309375.0,23.625,60.5,103.0,198.0,197.9
286,5dd655028accc5aeaf32f7ab,Producteev,tech,10.0,2008,1310000,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",40.775309,-73.983656,New York,USA,35,37428.57142857143,39.457142857142856,154.0,16.5,230.0,197.6
287,5dd655028accc5aeaf32f7d3,Producteev,tech,10.0,2008,1310000,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",40.775309,-73.983656,New York,USA,35,37428.57142857143,39.457142857142856,154.0,16.5,230.0,197.6
288,5dd655028accc5aeaf32f8ae,Musicmetric,music,15.0,2008,3400000,"{'type': 'Point', 'coordinates': [-0.0856982, 51.5253765]}",51.5253765,-0.0856982,London,GBR,18,188888.88888888888,25.11111111111111,84.0,76.0,215.0,197.2
289,5dd655028accc5aeaf32f733,Iterasi,enterprise,6.0,2007,1200000,"{'type': 'Point', 'coordinates': [-122.670132, 45.523104]}",45.523104,-122.670132,Portland,USA,4,300000.0,34.0,134.5,98.0,88.5,194.50000000000003
290,5dd655028accc5aeaf32f905,Culture Jam,tech,15.0,2008,1700000,"{'type': 'Point', 'coordinates': [-118.4660597, 34.0137151]}",34.0137151,-118.4660597,Los Angeles,USA,13,130769.23076923077,30.76923076923077,123.0,55.0,188.0,193.0
291,5dd655028accc5aeaf32f77a,TweetDeck,tech,5.0,2008,3800000,"{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",51.5001524,-0.1262362,London,GBR,16,237500.0,24.125,72.5,87.0,198.0,192.3
292,5dd655028accc5aeaf32f702,Bragster,tech,10.0,2007,3500000,"{'type': 'Point', 'coordinates': [-0.0766034, 51.5220072]}",51.5220072,-0.0766034,London,GBR,17,205882.35294117648,23.823529411764707,67.5,82.0,205.5,188.3
293,5dd655028accc5aeaf32f7fe,Britely,tech,11.0,2007,3900000,"{'type': 'Point', 'coordinates': [-122.172519, 37.458766]}",37.458766,-122.172519,Palo Alto,USA,16,243750.0,23.625,60.5,89.5,198.0,187.10000000000002
294,5dd655028accc5aeaf32f8fd,Testplant,tech,50.0,2008,2560000,"{'type': 'Point', 'coordinates': [-0.1037742, 51.517356]}",51.517356,-0.1037742,London,GBR,18,142222.22222222222,25.11111111111111,84.0,61.0,215.0,185.2
295,5dd655028accc5aeaf32f79d,Onehub,enterprise,10.0,2007,3000000,"{'type': 'Point', 'coordinates': [-122.145038, 47.580235]}",47.580235,-122.145038,Seattle,USA,3,1000000.0,7.333333333333333,7.5,187.5,64.5,180.3
